year,District,month,Outbreak status,date
2021,Mannar,December,0,2021-12-01
2021,Matale,January,0,2021-01-01
2021,Matale,February,0,2021-02-01
2021,Matale,March,0,2021-03-01
2021,Matale,April,0,2021-04-01
2021,Matale,May,0,2021-05-01
2021,Matale,June,0,2021-06-01
2021,Matale,July,0,2021-07-01
2021,Matale,August,0,2021-08-01
2021,Matale,September,0,2021-09-01
2021,Matale,October,0,2021-10-01
2021,Matale,November,0,2021-11-01
2021,Matale,December,0,2021-12-01
2021,Matara,January,0,2021-01-01
2021,Matara,February,0,2021-02-01
2021,Matara,March,0,2021-03-01
2021,Matara,April,0,2021-04-01
2021,Matara,May,0,2021-05-01
2021,Matara,June,0,2021-06-01
2021,Matara,July,0,2021-07-01
2021,Matara,August,0,2021-08-01
2021,Matara,September,0,2021-09-01
2021,Matara,October,0,2021-10-01
2021,Matara,November,0,2021-11-01
2021,Matara,December,0,2021-12-01
2021,Moneragala,January,0,2021-01-01
2021,Moneragala,February,0,2021-02-01
2021,Moneragala,March,0,2021-03-01
2021,Moneragala,April,0,2021-04-01
2021,Moneragala,May,0,2021-05-01
2021,Moneragala,June,0,2021-06-01
2021,Moneragala,July,0,2021-07-01
2021,Moneragala,August,0,2021-08-01
2021,Moneragala,September,0,2021-09-01
2021,Moneragala,October,0,2021-10-01
2021,Moneragala,November,0,2021-11-01
2021,Moneragala,December,0,2021-12-01
2021,Mullaitivu,January,0,2021-01-01
2021,Mullaitivu,February,0,2021-02-01
2021,Mullaitivu,March,0,2021-03-01
2021,Mullaitivu,April,0,2021-04-01
2021,Mullaitivu,May,0,2021-05-01
2021,Mullaitivu,June,0,2021-06-01
2021,Mullaitivu,July,0,2021-07-01
2021,Mullaitivu,August,0,2021-08-01
2021,Mullaitivu,September,0,2021-09-01
2021,Mullaitivu,October,0,2021-10-01
2021,Mullaitivu,November,0,2021-11-01
2021,Mullaitivu,December,0,2021-12-01
2021,Nuwara Eliya,January,0,2021-01-01
2021,Nuwara Eliya,February,0,2021-02-01
2021,Nuwara Eliya,March,1,2021-03-01
2021,Nuwara Eliya,April,1,2021-04-01
2021,Nuwara Eliya,May,0,2021-05-01
2021,Nuwara Eliya,June,0,2021-06-01
2021,Nuwara Eliya,July,0,2021-07-01
2021,Nuwara Eliya,August,0,2021-08-01
2021,Nuwara Eliya,September,0,2021-09-01
2021,Nuwara Eliya,October,0,2021-10-01
2021,Nuwara Eliya,November,0,2021-11-01
2021,Nuwara Eliya,December,0,2021-12-01
2021,Polonnaruwa,January,0,2021-01-01
2021,Polonnaruwa,February,0,2021-02-01
2021,Polonnaruwa,March,0,2021-03-01
2021,Polonnaruwa,April,0,2021-04-01
2021,Polonnaruwa,May,1,2021-05-01
2021,Polonnaruwa,June,0,2021-06-01
2021,Polonnaruwa,July,0,2021-07-01
2021,Polonnaruwa,August,0,2021-08-01
2021,Polonnaruwa,September,0,2021-09-01
2021,Polonnaruwa,October,0,2021-10-01
2021,Polonnaruwa,November,0,2021-11-01
2021,Polonnaruwa,December,0,2021-12-01
2021,Puttalam,January,1,2021-01-01
2021,Puttalam,February,0,2021-02-01
2021,Puttalam,March,1,2021-03-01
2021,Puttalam,April,0,2021-04-01
2021,Puttalam,May,0,2021-05-01
2021,Puttalam,June,0,2021-06-01
2021,Puttalam,July,0,2021-07-01
2021,Puttalam,August,0,2021-08-01
2021,Puttalam,September,0,2021-09-01
2021,Puttalam,October,0,2021-10-01
2021,Puttalam,November,1,2021-11-01
2021,Puttalam,December,1,2021-12-01
2021,Ratnapura,January,0,2021-01-01
2021,Ratnapura,February,0,2021-02-01
2021,Ratnapura,March,0,2021-03-01
2021,Ratnapura,April,0,2021-04-01
2021,Ratnapura,May,0,2021-05-01
2021,Ratnapura,June,0,2021-06-01
2021,Ratnapura,July,0,2021-07-01
2021,Ratnapura,August,0,2021-08-01
2021,Ratnapura,September,0,2021-09-01
2021,Ratnapura,October,0,2021-10-01
2021,Ratnapura,November,0,2021-11-01
2021,Ratnapura,December,0,2021-12-01
2021,Trincomalee,January,0,2021-01-01
2021,Trincomalee,February,0,2021-02-01
2021,Trincomalee,March,0,2021-03-01
2021,Trincomalee,April,0,2021-04-01
2021,Trincomalee,May,0,2021-05-01
2021,Trincomalee,June,0,2021-06-01
2021,Trincomalee,July,0,2021-07-01
2021,Trincomalee,August,0,2021-08-01
2021,Trincomalee,September,0,2021-09-01
2021,Trincomalee,October,0,2021-10-01
2021,Trincomalee,November,0,2021-11-01
2021,Trincomalee,December,1,2021-12-01
2021,Vavuniya,January,0,2021-01-01
2021,Vavuniya,February,0,2021-02-01
2021,Vavuniya,March,0,2021-03-01
2021,Vavuniya,April,0,2021-04-01
2021,Vavuniya,May,0,2021-05-01
2021,Vavuniya,June,0,2021-06-01
2021,Vavuniya,July,0,2021-07-01
2021,Vavuniya,August,0,2021-08-01
2021,Vavuniya,September,0,2021-09-01
2021,Vavuniya,October,0,2021-10-01
2021,Vavuniya,November,0,2021-11-01
2021,Vavuniya,December,0,2021-12-01
2022,Ampara,January,0,2022-01-01
2022,Ampara,February,0,2022-02-01
2022,Ampara,March,1,2022-03-01
2022,Ampara,April,0,2022-04-01
2022,Ampara,May,0,2022-05-01
2022,Ampara,June,0,2022-06-01
2022,Ampara,July,0,2022-07-01
2022,Ampara,August,1,2022-08-01
2022,Ampara,September,0,2022-09-01
2022,Ampara,October,0,2022-10-01
2022,Ampara,November,0,2022-11-01
2022,Ampara,December,1,2022-12-01
2022,Anuradhapura,January,1,2022-01-01
2022,Anuradhapura,February,0,2022-02-01
2022,Anuradhapura,March,0,2022-03-01
2022,Anuradhapura,April,1,2022-04-01
2022,Anuradhapura,May,1,2022-05-01
2022,Anuradhapura,June,0,2022-06-01
2022,Anuradhapura,July,0,2022-07-01
2022,Anuradhapura,August,0,2022-08-01
2022,Anuradhapura,September,0,2022-09-01
2022,Anuradhapura,October,0,2022-10-01
2022,Anuradhapura,November,0,2022-11-01
2022,Anuradhapura,December,0,2022-12-01
2022,Badulla,January,0,2022-01-01
2022,Badulla,February,1,2022-02-01
2022,Badulla,March,0,2022-03-01
2022,Badulla,April,0,2022-04-01
2022,Badulla,May,1,2022-05-01
2022,Badulla,June,1,2022-06-01
2022,Badulla,July,0,2022-07-01
2022,Badulla,August,0,2022-08-01
2022,Badulla,September,0,2022-09-01
2022,Badulla,October,0,2022-10-01
2022,Badulla,November,0,2022-11-01
2022,Badulla,December,1,2022-12-01
2022,Batticaloa,January,0,2022-01-01
2022,Batticaloa,February,0,2022-02-01
2022,Batticaloa,March,1,2022-03-01
2022,Batticaloa,April,1,2022-04-01
2022,Batticaloa,May,0,2022-05-01
2022,Batticaloa,June,0,2022-06-01
2022,Batticaloa,July,0,2022-07-01
2022,Batticaloa,August,0,2022-08-01
2022,Batticaloa,September,0,2022-09-01
2022,Batticaloa,October,0,2022-10-01
2022,Batticaloa,November,0,2022-11-01
2022,Batticaloa,December,0,2022-12-01
2022,Colombo,January,1,2022-01-01
2022,Colombo,February,0,2022-02-01
2022,Colombo,March,0,2022-03-01
2022,Colombo,April,0,2022-04-01
2022,Colombo,May,0,2022-05-01
2022,Colombo,June,0,2022-06-01
2022,Colombo,July,0,2022-07-01
2022,Colombo,August,0,2022-08-01
2022,Colombo,September,0,2022-09-01
2022,Colombo,October,0,2022-10-01
2022,Colombo,November,0,2022-11-01
2022,Colombo,December,0,2022-12-01
2022,Galle,January,0,2022-01-01
2022,Galle,February,0,2022-02-01
2022,Galle,March,0,2022-03-01
2022,Galle,April,0,2022-04-01
2022,Galle,May,1,2022-05-01
2022,Galle,June,0,2022-06-01
2022,Galle,July,0,2022-07-01
2022,Galle,August,0,2022-08-01
2022,Galle,September,0,2022-09-01
2022,Galle,October,0,2022-10-01
2022,Galle,November,0,2022-11-01
2022,Galle,December,0,2022-12-01
2022,Gampaha,January,1,2022-01-01
2022,Gampaha,February,1,2022-02-01
2022,Gampaha,March,0,2022-03-01
2022,Gampaha,April,0,2022-04-01
2022,Gampaha,May,0,2022-05-01
2022,Gampaha,June,0,2022-06-01
2022,Gampaha,July,0,2022-07-01
2022,Gampaha,August,0,2022-08-01
2022,Gampaha,September,0,2022-09-01
2022,Gampaha,October,0,2022-10-01
2022,Gampaha,November,0,2022-11-01
2022,Gampaha,December,0,2022-12-01
2022,Hambantota,January,0,2022-01-01
2022,Hambantota,February,0,2022-02-01
2022,Hambantota,March,0,2022-03-01
2022,Hambantota,April,0,2022-04-01
2022,Hambantota,May,0,2022-05-01
2022,Hambantota,June,0,2022-06-01
2022,Hambantota,July,0,2022-07-01
2022,Hambantota,August,0,2022-08-01
2022,Hambantota,September,0,2022-09-01
2022,Hambantota,October,1,2022-10-01
2022,Hambantota,November,0,2022-11-01
2022,Hambantota,December,0,2022-12-01
2022,Jaffna,January,0,2022-01-01
2022,Jaffna,February,0,2022-02-01
2022,Jaffna,March,0,2022-03-01
2022,Jaffna,April,0,2022-04-01
2022,Jaffna,May,0,2022-05-01
2022,Jaffna,June,0,2022-06-01
2022,Jaffna,July,0,2022-07-01
2022,Jaffna,August,0,2022-08-01
2022,Jaffna,September,0,2022-09-01
2022,Jaffna,October,0,2022-10-01
2022,Jaffna,November,0,2022-11-01
2022,Jaffna,December,0,2022-12-01
2022,Kalutara,January,1,2022-01-01
2022,Kalutara,February,0,2022-02-01
2022,Kalutara,March,0,2022-03-01
2022,Kalutara,April,0,2022-04-01
2022,Kalutara,May,0,2022-05-01
2022,Kalutara,June,0,2022-06-01
2022,Kalutara,July,0,2022-07-01
2022,Kalutara,August,0,2022-08-01
2022,Kalutara,September,0,2022-09-01
2022,Kalutara,October,0,2022-10-01
2022,Kalutara,November,0,2022-11-01
2022,Kalutara,December,0,2022-12-01
2022,Kandy,January,1,2022-01-01
2022,Kandy,February,1,2022-02-01
2022,Kandy,March,0,2022-03-01
2022,Kandy,April,0,2022-04-01
2022,Kandy,May,0,2022-05-01
2022,Kandy,June,1,2022-06-01
2022,Kandy,July,0,2022-07-01
2022,Kandy,August,0,2022-08-01
2022,Kandy,September,0,2022-09-01
2022,Kandy,October,0,2022-10-01
2022,Kandy,November,0,2022-11-01
2022,Kandy,December,0,2022-12-01
2022,Kegalle,January,0,2022-01-01
2022,Kegalle,February,1,2022-02-01
2022,Kegalle,March,0,2022-03-01
2022,Kegalle,April,0,2022-04-01
2022,Kegalle,May,1,2022-05-01
2022,Kegalle,June,0,2022-06-01
2022,Kegalle,July,0,2022-07-01
2022,Kegalle,August,0,2022-08-01
2022,Kegalle,September,0,2022-09-01
2022,Kegalle,October,0,2022-10-01
2022,Kegalle,November,0,2022-11-01
2022,Kegalle,December,0,2022-12-01
2022,Kilinochchi,January,0,2022-01-01
2022,Kilinochchi,February,0,2022-02-01
2022,Kilinochchi,March,0,2022-03-01
2022,Kilinochchi,April,0,2022-04-01
2022,Kilinochchi,May,0,2022-05-01
2022,Kilinochchi,June,0,2022-06-01
2022,Kilinochchi,July,0,2022-07-01
2022,Kilinochchi,August,0,2022-08-01
2022,Kilinochchi,September,0,2022-09-01
2022,Kilinochchi,October,0,2022-10-01
2022,Kilinochchi,November,0,2022-11-01
2022,Kilinochchi,December,0,2022-12-01
2022,Kurunegala,January,1,2022-01-01
2022,Kurunegala,February,1,2022-02-01
2022,Kurunegala,March,0,2022-03-01
2022,Kurunegala,April,0,2022-04-01
2022,Kurunegala,May,0,2022-05-01
2022,Kurunegala,June,0,2022-06-01
2022,Kurunegala,July,0,2022-07-01
2022,Kurunegala,August,0,2022-08-01
2022,Kurunegala,September,0,2022-09-01
2022,Kurunegala,October,0,2022-10-01
2022,Kurunegala,November,0,2022-11-01
2022,Kurunegala,December,0,2022-12-01
2022,Mannar,January,0,2022-01-01
2022,Mannar,February,0,2022-02-01
2022,Mannar,March,0,2022-03-01
2022,Mannar,April,0,2022-04-01
2022,Mannar,May,0,2022-05-01
2022,Mannar,June,0,2022-06-01
2022,Mannar,July,0,2022-07-01
2022,Mannar,August,0,2022-08-01
2022,Mannar,September,0,2022-09-01
2022,Mannar,October,1,2022-10-01
2022,Mannar,November,0,2022-11-01
2022,Mannar,December,0,2022-12-01
2022,Matale,January,0,2022-01-01
2022,Matale,February,1,2022-02-01
2022,Matale,March,0,2022-03-01
2022,Matale,April,0,2022-04-01
2022,Matale,May,0,2022-05-01
2022,Matale,June,0,2022-06-01
2022,Matale,July,0,2022-07-01
2022,Matale,August,0,2022-08-01
2022,Matale,September,0,2022-09-01
2022,Matale,October,0,2022-10-01
2022,Matale,November,0,2022-11-01
2022,Matale,December,0,2022-12-01
2022,Matara,January,0,2022-01-01
2022,Matara,February,0,2022-02-01
2022,Matara,March,0,2022-03-01
2022,Matara,April,0,2022-04-01
2022,Matara,May,0,2022-05-01
2022,Matara,June,0,2022-06-01
2022,Matara,July,0,2022-07-01
2022,Matara,August,0,2022-08-01
2022,Matara,September,0,2022-09-01
2022,Matara,October,0,2022-10-01
2022,Matara,November,0,2022-11-01
2022,Matara,December,0,2022-12-01
2022,Moneragala,January,0,2022-01-01
2022,Moneragala,February,0,2022-02-01
2022,Moneragala,March,0,2022-03-01
2022,Moneragala,April,0,2022-04-01
2022,Moneragala,May,0,2022-05-01
2022,Moneragala,June,0,2022-06-01
2022,Moneragala,July,0,2022-07-01
2022,Moneragala,August,0,2022-08-01
2022,Moneragala,September,0,2022-09-01
2022,Moneragala,October,0,2022-10-01
2022,Moneragala,November,0,2022-11-01
2022,Moneragala,December,1,2022-12-01
2022,Mullaitivu,January,0,2022-01-01
2022,Mullaitivu,February,0,2022-02-01
2022,Mullaitivu,March,0,2022-03-01
2022,Mullaitivu,April,0,2022-04-01
2022,Mullaitivu,May,0,2022-05-01
2022,Mullaitivu,June,0,2022-06-01
2022,Mullaitivu,July,0,2022-07-01
2022,Mullaitivu,August,1,2022-08-01
2022,Mullaitivu,September,0,2022-09-01
2022,Mullaitivu,October,0,2022-10-01
2022,Mullaitivu,November,0,2022-11-01
2022,Mullaitivu,December,1,2022-12-01
2022,Nuwara Eliya,January,0,2022-01-01
2022,Nuwara Eliya,February,0,2022-02-01
2022,Nuwara Eliya,March,0,2022-03-01
2022,Nuwara Eliya,April,0,2022-04-01
2022,Nuwara Eliya,May,0,2022-05-01
2022,Nuwara Eliya,June,0,2022-06-01
2022,Nuwara Eliya,July,0,2022-07-01
2022,Nuwara Eliya,August,0,2022-08-01
2022,Nuwara Eliya,September,0,2022-09-01
2022,Nuwara Eliya,October,0,2022-10-01
2022,Nuwara Eliya,November,0,2022-11-01
2022,Nuwara Eliya,December,0,2022-12-01
2022,Polonnaruwa,January,1,2022-01-01
2022,Polonnaruwa,February,0,2022-02-01
2022,Polonnaruwa,March,0,2022-03-01
2022,Polonnaruwa,April,0,2022-04-01
2022,Polonnaruwa,May,0,2022-05-01
2022,Polonnaruwa,June,0,2022-06-01
2022,Polonnaruwa,July,0,2022-07-01
2022,Polonnaruwa,August,0,2022-08-01
2022,Polonnaruwa,September,0,2022-09-01
2022,Polonnaruwa,October,0,2022-10-01
2022,Polonnaruwa,November,0,2022-11-01
2022,Polonnaruwa,December,0,2022-12-01
2022,Puttalam,January,1,2022-01-01
2022,Puttalam,February,1,2022-02-01
2022,Puttalam,March,0,2022-03-01
2022,Puttalam,April,0,2022-04-01
2022,Puttalam,May,0,2022-05-01
2022,Puttalam,June,0,2022-06-01
2022,Puttalam,July,0,2022-07-01
2022,Puttalam,August,0,2022-08-01
2022,Puttalam,September,0,2022-09-01
2022,Puttalam,October,0,2022-10-01
2022,Puttalam,November,0,2022-11-01
2022,Puttalam,December,0,2022-12-01
2022,Ratnapura,January,0,2022-01-01
2022,Ratnapura,February,0,2022-02-01
2022,Ratnapura,March,0,2022-03-01
2022,Ratnapura,April,0,2022-04-01
2022,Ratnapura,May,0,2022-05-01
2022,Ratnapura,June,0,2022-06-01
2022,Ratnapura,July,0,2022-07-01
2022,Ratnapura,August,0,2022-08-01
2022,Ratnapura,September,0,2022-09-01
2022,Ratnapura,October,0,2022-10-01
2022,Ratnapura,November,0,2022-11-01
2022,Ratnapura,December,0,2022-12-01
2022,Trincomalee,January,1,2022-01-01
2022,Trincomalee,February,0,2022-02-01
2022,Trincomalee,March,1,2022-03-01
2022,Trincomalee,April,0,2022-04-01
2022,Trincomalee,May,0,2022-05-01
2022,Trincomalee,June,0,2022-06-01
2022,Trincomalee,July,0,2022-07-01
2022,Trincomalee,August,0,2022-08-01
2022,Trincomalee,September,0,2022-09-01
2022,Trincomalee,October,0,2022-10-01
2022,Trincomalee,November,0,2022-11-01
2022,Trincomalee,December,1,2022-12-01
2022,Vavuniya,January,0,2022-01-01
2022,Vavuniya,February,0,2022-02-01
2022,Vavuniya,March,0,2022-03-01
2022,Vavuniya,April,0,2022-04-01
2022,Vavuniya,May,0,2022-05-01
2022,Vavuniya,June,0,2022-06-01
2022,Vavuniya,July,0,2022-07-01
2022,Vavuniya,August,0,2022-08-01
2022,Vavuniya,September,0,2022-09-01
2022,Vavuniya,October,0,2022-10-01
2022,Vavuniya,November,0,2022-11-01
2022,Vavuniya,December,0,2022-12-01
2023,Ampara,January,1,2023-01-01
2023,Ampara,February,1,2023-02-01
2023,Ampara,March,1,2023-03-01
2023,Ampara,April,0,2023-04-01
2023,Ampara,May,0,2023-05-01
2023,Ampara,June,0,2023-06-01
2023,Ampara,July,0,2023-07-01
2023,Ampara,August,0,2023-08-01
2023,Ampara,September,0,2023-09-01
2023,Ampara,October,0,2023-10-01
2023,Ampara,November,0,2023-11-01
2023,Ampara,December,0,2023-12-01
2023,Anuradhapura,January,1,2023-01-01
2023,Anuradhapura,February,0,2023-02-01
2023,Anuradhapura,March,0,2023-03-01
2023,Anuradhapura,April,0,2023-04-01
2023,Anuradhapura,May,0,2023-05-01
2023,Anuradhapura,June,1,2023-06-01
2023,Anuradhapura,July,0,2023-07-01
2023,Anuradhapura,August,0,2023-08-01
2023,Anuradhapura,September,0,2023-09-01
2023,Anuradhapura,October,0,2023-10-01
2023,Anuradhapura,November,0,2023-11-01
2023,Anuradhapura,December,0,2023-12-01
2023,Badulla,January,0,2023-01-01
2023,Badulla,February,0,2023-02-01
2023,Badulla,March,0,2023-03-01
2023,Badulla,April,0,2023-04-01
2023,Badulla,May,0,2023-05-01
2023,Badulla,June,0,2023-06-01
2023,Badulla,July,0,2023-07-01
2023,Badulla,August,0,2023-08-01
2023,Badulla,September,0,2023-09-01
2023,Badulla,October,0,2023-10-01
2023,Badulla,November,0,2023-11-01
2023,Badulla,December,0,2023-12-01
2023,Batticaloa,January,1,2023-01-01
2023,Batticaloa,February,1,2023-02-01
2023,Batticaloa,March,0,2023-03-01
2023,Batticaloa,April,0,2023-04-01
2023,Batticaloa,May,0,2023-05-01
2023,Batticaloa,June,0,2023-06-01
2023,Batticaloa,July,0,2023-07-01
2023,Batticaloa,August,0,2023-08-01
2023,Batticaloa,September,0,2023-09-01
2023,Batticaloa,October,1,2023-10-01
2023,Batticaloa,November,0,2023-11-01
2023,Batticaloa,December,0,2023-12-01
2023,Colombo,January,0,2023-01-01
2023,Colombo,February,0,2023-02-01
2023,Colombo,March,0,2023-03-01
2023,Colombo,April,0,2023-04-01
2023,Colombo,May,0,2023-05-01
2023,Colombo,June,0,2023-06-01
2023,Colombo,July,0,2023-07-01
2023,Colombo,August,0,2023-08-01
2023,Colombo,September,0,2023-09-01
2023,Colombo,October,0,2023-10-01
2023,Colombo,November,0,2023-11-01
2023,Colombo,December,0,2023-12-01
2023,Galle,January,0,2023-01-01
2023,Galle,February,0,2023-02-01
2023,Galle,March,0,2023-03-01
2023,Galle,April,0,2023-04-01
2023,Galle,May,0,2023-05-01
2023,Galle,June,0,2023-06-01
2023,Galle,July,0,2023-07-01
2023,Galle,August,0,2023-08-01
2023,Galle,September,0,2023-09-01
2023,Galle,October,0,2023-10-01
2023,Galle,November,0,2023-11-01
2023,Galle,December,0,2023-12-01
2023,Gampaha,January,0,2023-01-01
2023,Gampaha,February,0,2023-02-01
2023,Gampaha,March,0,2023-03-01
2023,Gampaha,April,0,2023-04-01
2023,Gampaha,May,0,2023-05-01
2023,Gampaha,June,0,2023-06-01
2023,Gampaha,July,0,2023-07-01
2023,Gampaha,August,0,2023-08-01
2023,Gampaha,September,0,2023-09-01
2023,Gampaha,October,0,2023-10-01
2023,Gampaha,November,0,2023-11-01
2023,Gampaha,December,0,2023-12-01
2023,Hambantota,January,0,2023-01-01
2023,Hambantota,February,0,2023-02-01
2023,Hambantota,March,0,2023-03-01
2023,Hambantota,April,0,2023-04-01
2023,Hambantota,May,0,2023-05-01
2023,Hambantota,June,0,2023-06-01
2023,Hambantota,July,0,2023-07-01
2023,Hambantota,August,0,2023-08-01
2023,Hambantota,September,0,2023-09-01
2023,Hambantota,October,0,2023-10-01
2023,Hambantota,November,0,2023-11-01
2023,Hambantota,December,0,2023-12-01
2023,Jaffna,January,0,2023-01-01
2023,Jaffna,February,0,2023-02-01
2023,Jaffna,March,0,2023-03-01
2023,Jaffna,April,0,2023-04-01
2023,Jaffna,May,0,2023-05-01
2023,Jaffna,June,0,2023-06-01
2023,Jaffna,July,0,2023-07-01
2023,Jaffna,August,0,2023-08-01
2023,Jaffna,September,0,2023-09-01
2023,Jaffna,October,0,2023-10-01
2023,Jaffna,November,0,2023-11-01
2023,Jaffna,December,0,2023-12-01
2023,Kalutara,January,0,2023-01-01
2023,Kalutara,February,0,2023-02-01
2023,Kalutara,March,0,2023-03-01
2023,Kalutara,April,0,2023-04-01
2023,Kalutara,May,0,2023-05-01
2023,Kalutara,June,0,2023-06-01
2023,Kalutara,July,0,2023-07-01
2023,Kalutara,August,0,2023-08-01
2023,Kalutara,September,0,2023-09-01
2023,Kalutara,October,0,2023-10-01
2023,Kalutara,November,0,2023-11-01
2023,Kalutara,December,0,2023-12-01
2023,Kandy,January,1,2023-01-01
2023,Kandy,February,0,2023-02-01
2023,Kandy,March,0,2023-03-01
2023,Kandy,April,0,2023-04-01
2023,Kandy,May,0,2023-05-01
2023,Kandy,June,0,2023-06-01
2023,Kandy,July,0,2023-07-01
2023,Kandy,August,0,2023-08-01
2023,Kandy,September,0,2023-09-01
2023,Kandy,October,0,2023-10-01
2023,Kandy,November,0,2023-11-01
2023,Kandy,December,0,2023-12-01
2023,Kegalle,January,0,2023-01-01
2023,Kegalle,February,0,2023-02-01
2023,Kegalle,March,0,2023-03-01
2023,Kegalle,April,0,2023-04-01
2023,Kegalle,May,0,2023-05-01
2023,Kegalle,June,0,2023-06-01
2023,Kegalle,July,0,2023-07-01
2023,Kegalle,August,0,2023-08-01
2023,Kegalle,September,0,2023-09-01
2023,Kegalle,October,0,2023-10-01
2023,Kegalle,November,0,2023-11-01
2023,Kegalle,December,0,2023-12-01
2023,Kilinochchi,January,0,2023-01-01
2023,Kilinochchi,February,0,2023-02-01
2023,Kilinochchi,March,0,2023-03-01
2023,Kilinochchi,April,0,2023-04-01
2023,Kilinochchi,May,0,2023-05-01
2023,Kilinochchi,June,0,2023-06-01
2023,Kilinochchi,July,0,2023-07-01
2023,Kilinochchi,August,0,2023-08-01
2023,Kilinochchi,September,0,2023-09-01
2023,Kilinochchi,October,0,2023-10-01
2023,Kilinochchi,November,0,2023-11-01
2023,Kilinochchi,December,0,2023-12-01
2023,Kurunegala,January,0,2023-01-01
2023,Kurunegala,February,0,2023-02-01
2023,Kurunegala,March,0,2023-03-01
2023,Kurunegala,April,0,2023-04-01
2023,Kurunegala,May,0,2023-05-01
2023,Kurunegala,June,0,2023-06-01
2023,Kurunegala,July,0,2023-07-01
2023,Kurunegala,August,0,2023-08-01
2023,Kurunegala,September,0,2023-09-01
2023,Kurunegala,October,0,2023-10-01
2023,Kurunegala,November,0,2023-11-01
2023,Kurunegala,December,0,2023-12-01
2023,Mannar,January,0,2023-01-01
2023,Mannar,February,0,2023-02-01
2023,Mannar,March,0,2023-03-01
2023,Mannar,April,0,2023-04-01
2023,Mannar,May,0,2023-05-01
2023,Mannar,June,0,2023-06-01
2023,Mannar,July,0,2023-07-01
2023,Mannar,August,0,2023-08-01
2023,Mannar,September,0,2023-09-01
2023,Mannar,October,0,2023-10-01
2023,Mannar,November,0,2023-11-01
2023,Mannar,December,0,2023-12-01
2023,Matale,January,0,2023-01-01
2023,Matale,February,0,2023-02-01
2023,Matale,March,0,2023-03-01
2023,Matale,April,0,2023-04-01
2023,Matale,May,0,2023-05-01
2023,Matale,June,0,2023-06-01
2023,Matale,July,0,2023-07-01
2023,Matale,August,0,2023-08-01
2023,Matale,September,0,2023-09-01
2023,Matale,October,0,2023-10-01
2023,Matale,November,0,2023-11-01
2023,Matale,December,0,2023-12-01
2023,Matara,January,0,2023-01-01
2023,Matara,February,0,2023-02-01
2023,Matara,March,0,2023-03-01
2023,Matara,April,0,2023-04-01
2023,Matara,May,0,2023-05-01
2023,Matara,June,0,2023-06-01
2023,Matara,July,0,2023-07-01
2023,Matara,August,0,2023-08-01
2023,Matara,September,0,2023-09-01
2023,Matara,October,0,2023-10-01
2023,Matara,November,0,2023-11-01
2023,Matara,December,0,2023-12-01
2023,Moneragala,January,1,2023-01-01
2023,Moneragala,February,0,2023-02-01
2023,Moneragala,March,0,2023-03-01
2023,Moneragala,April,0,2023-04-01
2023,Moneragala,May,0,2023-05-01
2023,Moneragala,June,0,2023-06-01
2023,Moneragala,July,0,2023-07-01
2023,Moneragala,August,0,2023-08-01
2023,Moneragala,September,0,2023-09-01
2023,Moneragala,October,0,2023-10-01
2023,Moneragala,November,0,2023-11-01
2023,Moneragala,December,0,2023-12-01
2023,Mullaitivu,January,0,2023-01-01
2023,Mullaitivu,February,0,2023-02-01
2023,Mullaitivu,March,1,2023-03-01
2023,Mullaitivu,April,0,2023-04-01
2023,Mullaitivu,May,0,2023-05-01
2023,Mullaitivu,June,0,2023-06-01
2023,Mullaitivu,July,0,2023-07-01
2023,Mullaitivu,August,0,2023-08-01
2023,Mullaitivu,September,0,2023-09-01
2023,Mullaitivu,October,0,2023-10-01
2023,Mullaitivu,November,0,2023-11-01
2023,Mullaitivu,December,0,2023-12-01
2023,Nuwara Eliya,January,0,2023-01-01
2023,Nuwara Eliya,February,0,2023-02-01
2023,Nuwara Eliya,March,0,2023-03-01
2023,Nuwara Eliya,April,0,2023-04-01
2023,Nuwara Eliya,May,0,2023-05-01
2023,Nuwara Eliya,June,0,2023-06-01
2023,Nuwara Eliya,July,0,2023-07-01
2023,Nuwara Eliya,August,0,2023-08-01
2023,Nuwara Eliya,September,0,2023-09-01
2023,Nuwara Eliya,October,0,2023-10-01
2023,Nuwara Eliya,November,0,2023-11-01
2023,Nuwara Eliya,December,0,2023-12-01
2023,Polonnaruwa,January,0,2023-01-01
2023,Polonnaruwa,February,0,2023-02-01
2023,Polonnaruwa,March,0,2023-03-01
2023,Polonnaruwa,April,0,2023-04-01
2023,Polonnaruwa,May,0,2023-05-01
2023,Polonnaruwa,June,1,2023-06-01
2023,Polonnaruwa,July,0,2023-07-01
2023,Polonnaruwa,August,0,2023-08-01
2023,Polonnaruwa,September,0,2023-09-01
2023,Polonnaruwa,October,0,2023-10-01
2023,Polonnaruwa,November,0,2023-11-01
2023,Polonnaruwa,December,0,2023-12-01
2023,Puttalam,January,0,2023-01-01
2023,Puttalam,February,0,2023-02-01
2023,Puttalam,March,0,2023-03-01
2023,Puttalam,April,0,2023-04-01
2023,Puttalam,May,0,2023-05-01
2023,Puttalam,June,0,2023-06-01
2023,Puttalam,July,0,2023-07-01
2023,Puttalam,August,0,2023-08-01
2023,Puttalam,September,0,2023-09-01
2023,Puttalam,October,0,2023-10-01
2023,Puttalam,November,0,2023-11-01
2023,Puttalam,December,0,2023-12-01
2023,Ratnapura,January,0,2023-01-01
2023,Ratnapura,February,0,2023-02-01
